2018-01-06.17:14:02:	Program initialized
2018-01-06.17:14:10:	Loaded C:/SoftEngProject/3DScan/build-MAGMA-3D-Desktop_Qt_5_7_0_MSVC2015_64bit-Release/TDK_CapturedPointCloud1.ply
2018-01-06.17:14:10:	Added 1 rawPC in DB. Size: 1
2018-01-06.17:14:34:	Loaded C:/SoftEngProject/3DScan/build-MAGMA-3D-Desktop_Qt_5_7_0_MSVC2015_64bit-Release/TDK_CapturedPointCloud1.ply
2018-01-06.17:14:34:	Added 1 rawPC in DB. Size: 2
2018-01-06.17:14:42:	Loaded C:/SoftEngProject/3DScan/build-MAGMA-3D-Desktop_Qt_5_7_0_MSVC2015_64bit-Release/000.ply
2018-01-06.17:14:42:	Added 1 rawPC in DB. Size: 3
2018-01-06.17:15:43:	Loaded C:/SoftEngProject/3DScan/build-MAGMA-3D-Desktop_Qt_5_7_0_MSVC2015_64bit-Release/002.ply
2018-01-06.17:15:43:	Added 1 rawPC in DB. Size: 4
2018-01-06.17:15:56:	Loaded C:/SoftEngProject/3DScan/build-MAGMA-3D-Desktop_Qt_5_7_0_MSVC2015_64bit-Release/TDK_CapturedPointCloud1.ply
2018-01-06.17:15:56:	Added 1 rawPC in DB. Size: 5
