2017-12-29_13_41_54:	Program initilized
2017-12-29_13_42_15:	Loaded D:/3DScanProjects/3D-KORN/Source-Code/ScanRegistrationDev/chair_alb9.ply
2017-12-29_13_42_15:	Added 1 rawPC in DB. Size: 0
2017-12-29_13_42_15:	Loaded D:/3DScanProjects/3D-KORN/Source-Code/ScanRegistrationDev/chair_alb10.ply
2017-12-29_13_42_15:	Added 1 rawPC in DB. Size: 0
2017-12-29_13_42_15:	Loaded D:/3DScanProjects/3D-KORN/Source-Code/ScanRegistrationDev/chair_eze0.ply
2017-12-29_13_42_15:	Added 1 rawPC in DB. Size: 0
2017-12-29_13_42_15:	Loaded D:/3DScanProjects/3D-KORN/Source-Code/ScanRegistrationDev/chair_eze1.ply
2017-12-29_13_42_15:	Added 1 rawPC in DB. Size: 0
2017-12-29_13_42_15:	Loaded D:/3DScanProjects/3D-KORN/Source-Code/ScanRegistrationDev/chair_eze2.ply
2017-12-29_13_42_15:	Added 1 rawPC in DB. Size: 0
2017-12-29_13_42_15:	Loaded D:/3DScanProjects/3D-KORN/Source-Code/ScanRegistrationDev/chair_eze3.ply
2017-12-29_13_42_15:	Added 1 rawPC in DB. Size: 0
2017-12-29_13_42_15:	Loaded D:/3DScanProjects/3D-KORN/Source-Code/ScanRegistrationDev/chair_eze4.ply
2017-12-29_13_42_15:	Added 1 rawPC in DB. Size: 0
