2018-01-06.18:22:05:	Program initialized
2018-01-06.18:22:22:	Loaded C:/SoftEngProject/3DScan/build-MAGMA-3D-Desktop_Qt_5_7_0_MSVC2015_64bit-Release/TDK_CapturedPointCloud1.ply
2018-01-06.18:22:22:	Added 1 rawPC in DB. Size: 1
2018-01-06.18:22:22:	Loaded C:/SoftEngProject/3DScan/build-MAGMA-3D-Desktop_Qt_5_7_0_MSVC2015_64bit-Release/TDK_CapturedPointCloud2.ply
2018-01-06.18:22:22:	Added 1 rawPC in DB. Size: 2
2018-01-06.18:22:22:	Loaded C:/SoftEngProject/3DScan/build-MAGMA-3D-Desktop_Qt_5_7_0_MSVC2015_64bit-Release/TDK_CapturedPointCloud3.ply
2018-01-06.18:22:22:	Added 1 rawPC in DB. Size: 3
2018-01-06.18:22:24:	PC List clicked
2018-01-06.18:22:26:	PC List clicked
2018-01-06.18:22:28:	PC List clicked
2018-01-06.18:22:30:	PC List clicked
2018-01-06.18:22:31:	PC List clicked
2018-01-06.18:22:32:	PC List clicked
2018-01-06.18:22:34:	PC List clicked
2018-01-06.18:22:34:	PC List clicked
2018-01-06.18:22:35:	PC List clicked
